indId,themaId,displayEU,indCode,indShortName,indLongName,indUnit,indFilter,indURL,indPeriod,indDivider,indDescEn
28,2,1,"tin00096","Accès à haut débit","Ménages ayant un accès à large bande ","% des ménages ","unit:PC_IND","http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&layout=time,geo,cat&language=en&pcode=tin00096&plugin=1","2015","","Cet indicateur présente la proportion de personnes âgées de 16 à 74 ans, exprimée en % de la population totale âgée de 16 à 74 ans, qui ont acheté ou commandé des biens et/ou des services en ligne destinés à leur usage privé au cours des 12 derniers mois. 

"
28,2,1,"sts_coprgr_a","Production dans la construction","Production dans la construction","variation en % par rapport à l’année précédente","indic_bt:PROD|unit:PCH_SM|s_adj:WDA|nace_r2:F","http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-069633_QID_6D36BE0A_UID_-3F171EB0&layout=TIME,C,X,0%3BGEO,L,Y,0%3BINDIC_BT,L,Z,0%3BNACE_R2,L,Z,1%3BUNIT,L,Z,2%3BS_ADJ,L,Z,3%3BINDICATORS,C,Z,4%3B&zSelection=DS-069633INDICATORS,OBS_FLAG%3BDS-069633INDIC_BT,PROD%3BDS-069633UNIT,PCH_SM%3BDS-069633NACE_R2,F%3BDS-069633S_ADJ,CA%3B&rankName1=TIME_1_0_0_0&rankName2=UNIT_1_2_-1_2&rankName3=GEO_1_2_0_1&rankName4=INDIC-BT_1_2_-1_2&rankName5=INDICATORS_1_2_-1_2&rankName6=S-ADJ_1_2_-1_2&rankName7=NACE-R2_1_2_-1_2&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23","2014","","Cet indicateur présente l’évolution de la production et de l’activité du secteur de la construction, exprimée en % de variation par rapport à l’année précédente. Le secteur de la construction comprend le bâtiment et le génie civil. "
28,3,0,"tag00016","Bovins","Nombre de têtes de bétail","milliers d’animaux",,"http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&language=en&pcode=tag00016&plugin=1","2014","","Cet indicateur présente le cheptel bovin dans chaque pays, exprimé en milliers d’animaux, en décembre de l’année concernée. <br>Le terme «bovins» couvre les animaux tels que les veaux, les bœufs, les taureaux, les génisses et les vaches.
"
28,3,0,"tag00040","Production de fromage","Production de fromage","milliers de tonnes",,"http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&layout=time,geo,cat&language=en&pcode=tag00040&plugin=1","2014","","Cet indicateur présente la quantité de fromage produit, exprimée en milliers de tonnes. Il couvre tous les types de fromages: fromages à pâte molle et à pâte dure, fromages obtenus à partir de lait de chèvre, de vache, de brebis, etc.  "
28,3,0,"tag00014","Vaches laitières","Nombre de vaches laitières ","milliers d’animaux",,"http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&layout=time,geo,cat&language=en&pcode=tag00014&plugin=1","2014","","Cet indicateur présente le cheptel de vaches laitières dans chaque pays, exprimé en milliers d’animaux, en décembre de l’année concernée. <br>Une vache laitière est une vache exclusivement ou principalement élevée pour la production de lait destiné à la consommation humaine et/ou à la transformation en d’autres produits laitiers.  
"
29,3,0,"tag00018","Porcins","Porcins","milliers d’animaux ",,"http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&language=en&pcode=tag00018&plugin=1","2014","","Cet indicateur présente le nombre de porcins dans chaque pays, exprimé en milliers d’animaux, en décembre de l’année concernée."
28,4,0,"tet00055-1","Commerce extra-UE: importations","Part des importations par État membre","% des importations totales de l’UE en provenance de pays hors UE","indic_et:CONT_IMP_EU","http://ec.europa.eu/eurostat/tgm/refreshTableAction.do?tab=table&plugin=1&pcode=tet00055&language=en&tableSelection=1","2014","","Cet indicateur présente la part de chaque État membre dans les importations totales de l’UE en provenance de pays non membres de l’UE (= extra-UE)."
28,4,0,"tet00055-2","Commerce extra-UE: exportations","Part des exportations par État membre","% des exportations totales de l’UE à destination de pays hors UE","indic_et:CONT_EXP_EU","http://ec.europa.eu/eurostat/tgm/refreshTableAction.do?tab=table&plugin=1&pcode=tet00055&language=en&tableSelection=2","2014","","Cet indicateur présente la part de chaque État membre dans les exportations totales de marchandises de l’UE vers des pays non membres de l’UE (= extra-UE)."
28,4,0,"tet00055-3","Commerce extra-UE: balance","Balance commerciale ","millions d’euros","indic_et:MIO_BAL_VAL","http://ec.europa.eu/eurostat/tgm/refreshTableAction.do?tab=table&plugin=1&pcode=tet00055&language=en&tableSelection=3","2014","","Cet indicateur présente la balance commerciale, c’est-à-dire la valeur des exportations de biens moins la valeur des importations de biens, exprimée en millions d’euros."
28,5,0,"ttr00012","Passagers aériens","Passagers aériens","milliers de passagers",,"http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&language=en&pcode=ttr00012&plugin=1","2014","1000","Cet indicateur présente le nombre total de passagers transportés par avion dans le pays, il couvre à la fois les arrivées et les départs. <br>Cela signifie, par exemple, qu’une personne voyageant de Paris à Londres sera comptée en France comme «passager au départ» et au Royaume-Uni comme «passager à l’arrivée». La valeur pour l’UE exclut toutefois le double comptage: un même passager n’est donc pas comptabilisé deux fois. Les passagers en transit direct sont exclus.
"
28,5,1,"tsdtr220","Transport routier de fret ","Transport de fret par route","% du fret intérieur total en tonnes-kilomètres","tra_mode:ROAD","http://ec.europa.eu/eurostat/tgm/table.do?tab=table&init=1&plugin=1&language=en&pcode=tsdtr220&tableSelection=2","2013","","Cet indicateur présente le transport de marchandises par route, exprimé en % de tous les modes de transport intérieur (route, chemin de fer et voies navigables intérieures) en tonnes-kilomètres (tkm). <br>La tonne-kilomètre est une unité de mesure du transport de fret qui représente le déplacement d’une tonne de marchandises par un mode de transport donné sur une distance d’un kilomètre. Les données sur le transport routier se fondent sur tous les déplacements de véhicules immatriculés dans le pays déclarant."
28,6,1,"ten00117-1","Prix de l’électricité: ménages","Prix de l’électricité pour les ménages consommateurs de taille moyenne (entre 2 500 et 5 000 kWh)","EUR par kWh, taxes et redevances comprises","indic_en:MSHH","http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&layout=time,geo,cat&language=en&pcode=ten00117&plugin=1","2015","","Cet indicateur présente les prix facturés, taxes et redevances comprises, à un ménage ayant une consommation annuelle comprise entre 2 500 et 5 000 kWh. <br>Le prix final facturé aux consommateurs d’électricité dépend de la structure des tarifs de l’électricité et des contrats souscrits qui comprennent normalement un certain nombre de facteurs, notamment les charges fixes et les prix unitaires qui varient en fonction du volume d’électricité et du moment dans la journée où elle est consommée."
28,6,1,"ten00117-2","Prix de l’électricité: industrie","Prix de l’électricité pour les consommateurs industriels de taille moyenne (entre 500 et 2 000 MWh)","EUR par kWh, taxes et redevances comprises","indic_en:MSIND","http://ec.europa.eu/eurostat/tgm/table.do?tab=table&init=1&plugin=1&language=en&pcode=ten00117&tableSelection=2","2015","","Cet indicateur présente les prix facturés, taxes et redevances comprises, à un consommateur industriel ayant une consommation annuelle comprise entre 500 et 2 000 MWh. <br>Le prix final facturé aux consommateurs d’électricité dépend de la structure des tarifs de l’électricité et des contrats souscrits qui comprennent normalement un certain nombre de facteurs, notamment les charges fixes et les prix unitaires qui varient en fonction du volume d’électricité et du moment dans la journée où elle est consommée."
28,6,1,"tsdcc330","Électricité provenant de sources renouvelables","Électricité provenant des sources renouvelables","% de la consommation électrique brute",,"http://ec.europa.eu/eurostat/tgm/table.do?tab=table&init=1&language=en&pcode=tsdcc330&plugin=1","2013","","Cet indicateur présente la part d’électricité produite à partir de sources d’énergie renouvelables dans la consommation intérieure brute totale d’électricité pour une année civile donnée. <br>Il mesure donc la contribution de l’électricité produite à partir de sources d’énergie renouvelables dans la consommation nationale d’électricité. L’électricité produite à partir de sources d’énergie renouvelables comprend la production d’électricité à partir de centrales hydrauliques (à l’exclusion du pompage), de l’énergie éolienne, de l’énergie solaire, de l’énergie géothermique et de la biomasse/des déchets. <br>La consommation intérieure brute d’électricité correspond à la production nationale brute totale d’électricité à partir de tout type de combustible, plus les importations et moins les exportations. "
28,6,1,"t2020_31","Énergie renouvelable","Énergie renouvelable","% de la consommation finale brute d’énergie",,"http://ec.europa.eu/eurostat/tgm/table.do?tab=table&tableSelection=1&labeling=labels&footnotes=yes&language=en&pcode=t2020_31&plugin=1","2013","","Cet indicateur présente la part de l’énergie produite à partir de sources d’énergie renouvelables dans la consommation finale brute d’énergie. <br>Il fait référence à l’énergie renouvelable livrée aux consommateurs finals (industrie, transports, ménages, services, y compris services publics, agriculture, sylviculture et pêche) et couvre l’énergie solaire thermique et photovoltaïque, l’énergie hydraulique (y compris l’énergie marémotrice, l’énergie houlomotrice et l’énergie des océans), l’énergie éolienne, l’énergie géothermique et la biomasse (y compris les déchets biologiques et les biocarburants liquides). <br>La consommation finale brute d’énergie de toutes les sources d’énergie correspond à l’énergie totale livrée aux consommateurs finals à des fins énergétiques ainsi qu’aux pertes de transport et de distribution de l’électricité et de la chaleur. "
28,6,1,"env_wasmun","Déchets municipaux","Déchets municipaux produits","kg par personne","wst_oper:GEN|unit:KG_HAB","http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-150766_QID_-5A754781_UID_-3F171EB0&layout=TIME,C,X,0%3BGEO,L,Y,0%3BWST_OPER,L,Z,0%3BUNIT,L,Z,1%3BINDICATORS,C,Z,2%3B&zSelection=DS-150766UNIT,THS_T%3BDS-150766INDICATORS,OBS_FLAG%3BDS-150766WST_OPER,GEN%3B&rankName1=WST-OPER_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=UNIT_1_2_-1_2&rankName4=TIME_1_0_0_0&rankName5=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=true&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23","2013","","Cet indicateur présente la quantité de déchets municipaux produits par personne. <br>Les déchets municipaux sont constitués pour une large part des déchets produits par les ménages, mais ils peuvent également inclure les déchets similaires produits par des petites entreprises et des établissements publics, collectés par les services municipaux, cette partie des déchets municipaux peut varier d’une commune à l’autre et d’un pays à l’autre, en fonction du système local de gestion des déchets. Pour les zones non couvertes par un sytsème de collecte des déchets municipaux, la quantité de déchets produits est estimée. Les déchets agricoles et industriels ne sont pas inclus."
28,6,1,"t2020_rt320","Taxes environnementales","Recettes fiscales environnementales 
","% des recettes fiscales totales","unit:PC_TSCO_X_ISCO","http://ec.europa.eu/eurostat/tgm/table.do?tab=table&init=1&plugin=1&pcode=t2020_rt320&language=en ","2013","","Cet indicateur présente les recettes issues des taxes environnementales du secteur des administrations publiques, exprimées en pourcentage des recettes totales provenant de tous les impôts, taxes et cotisations sociales prélevés par les administrations publiques. <br>Une taxe environnementale est une taxe dont l’assiette est une unité physique (ou une valeur de substitution) d’un élément ayant une incidence négative spécifique et avérée sur l’environnement. Cela inclut, par exemple, les taxes sur les produits énergétiques à des fins de transport, comme l’essence, le gazole, etc., sur les produits énergétiques destinés à des applications fixes, comme le gaz naturel, le charbon, le coke, etc., sur la pollution, qui couvre les émissions mesurées ou estimées dans l’air et dans l’eau, la gestion des déchets, etc.    "
28,7,0,"pat_ep_ntec","Brevets","Demandes de brevets de haute technologie déposées auprès de l'OEB","nombre","ipc:HT|unit:NR","http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-052592_QID_-24D42654_UID_-3F171EB0&layout=TIME,C,X,0%3BGEO,L,Y,0%3BIPC,L,Z,0%3BUNIT,L,Z,1%3BINDICATORS,C,Z,2%3B&zSelection=DS-052592IPC,HT%3BDS-052592UNIT,NBR%3BDS-052592INDICATORS,OBS_FLAG%3B&rankName1=UNIT_1_2_-1_2&rankName2=IPC_1_2_-1_2&rankName3=INDICATORS_1_2_-1_2&rankName4=TIME_1_0_0_0&rankName5=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=true&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23","2012","","Cet indicateur présente le nombre de demandes de brevet de haute technologie déposées auprès de l’Office européen des brevets. <br>Un brevet est un type de droit de propriété intellectuel. Il s’agit d’un titre public de propriété intellectuelle procurant à son détenteur le droit d’usage exclusif de son invention dans le domaine technique pendant un nombre d’années limité. Les brevets sont le reflet de l’activité inventive d’un pays. Ils illustrent également sa capacité à exploiter les connaissances et à les transformer en avantages économiques potentiels. <br>Une demande de brevet doit obligatoirement se rapporter à une invention, c’est-à-dire à une solution nouvelle à un problème technique qui répond aux critères de nouveauté, d’inventivité, d’applicabilité industrielle.   <br>Un brevet peut être délivré par un office des brevets à une société, à un individu ou à un organisme public. <br>Il conserve sa validité dans un pays ou une zone géographique déterminés pendant une période limitée. Les domaines techniques définis comme relevant de la haute technologie sont: l’aviation, les technologies de la communication, l’informatique et la bureautique, les lasers, les micro-organismes et le génie génétique, les semi-conducteurs."
28,7,1,"rd_e_gerdtot","Dépenses de R&D","Dépenses de recherche et développement (R&D)","% du PIB","unit:PC_GDP|sectperf:TOTAL","http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-053382_QID_2DC6368_UID_-3F171EB0&layout=TIME,C,X,0%3BGEO,L,Y,0%3BSECTPERF,L,Z,0%3BUNIT,L,Z,1%3BINDICATORS,C,Z,2%3B&zSelection=DS-053382INDICATORS,OBS_FLAG%3BDS-053382SECTPERF,TOTAL%3BDS-053382UNIT,EUR_HAB%3B&rankName1=SECTPERF_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=UNIT_1_2_-1_2&rankName4=TIME_1_0_0_0&rankName5=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=true&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23","2014","","Cet indicateur présente les dépenses en recherche et développement (R&D), exprimées en pourcentage du PIB (on parle également d’«intensité de R&D»).<br>Par «recherche et développement (R&D)», on entend les travaux de création entrepris de façon systématique en vue d’accroître la somme des connaissances, y compris la connaissance de l’homme, de la culture et de la société, ainsi que l’utilisation de cette somme de connaissances pour concevoir de nouvelles applications."
28,7,1,"htec_trd_tot4","Exportations en haute technologie","Exportations de haute technologie vers des pays tiers ","% des exportations totales vers des pays tiers","stk_flow:EXP|unit:PC_TOT|partner:EXT_EU28","http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-075829_QID_17AC5EEE_UID_-3F171EB0&layout=TIME,C,X,0%3BGEO,L,Y,0%3BSTK_FLOW,L,Z,0%3BUNIT,L,Z,1%3BPARTNER,L,Z,2%3BINDICATORS,C,Z,3%3B&zSelection=DS-075829PARTNER,EXT_EU28%3BDS-075829INDICATORS,OBS_FLAG%3BDS-075829STK_FLOW,EXP%3BDS-075829UNIT,PC_TOT%3B&rankName1=PARTNER_1_2_-1_2&rankName2=STK-FLOW_1_2_-1_2&rankName3=INDICATORS_1_2_-1_2&rankName4=UNIT_1_2_-1_2&rankName5=TIME_1_0_0_0&rankName6=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=true&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23","2014","","Cet indicateur présente les exportations de produits de haute technologie vers les pays extra-UE28 (c’est-à-dire les pays n’appartenant pas à l’UE28), exprimées en % des exportations totales vers les pays extra-UE28. <br>Les produits de haute technologie sont les produits suivants: les équipements aérospatiaux, les ordinateurs et machines de bureau, les appareils électroniques et de télécommunication, les produits pharmaceutiques, les instruments scientifiques, les machines électriques, les produits chimiques, les machines non électriques et l’armement. Une liste détaillée des produits de haute technologie peut être consultée à l’adresse suivante: http://ec.europa.eu/eurostat/cache/metadata/Annexes/htec_esms_an5.pdf"""
